,1960,1970,1980,1990,2000
CanESM5,-0.022519489046919954,-0.0168983645039909,-0.00669315751360901,0.0001927065794567635,-0.000748156175756555
GFDL-ESM4,-0.01420711078054666,-0.015225760748084669,0.0006435781442991859,-0.015405789064944102,-0.005292678270590923
GISS-E2-1-G,-0.01821378789846177,-0.02806475381753775,-0.007957019605105023,-0.01246475030972631,-0.0003029808129208542
HadGEM3-GC31-LL,-0.03304705361286349,-0.02430009702191271,-0.004225124965192343,0.0018938995463559875,0.006786569975844238
IPSL-CM6A-LR,-0.012212101769621807,-0.010758823422872554,-0.011353644296202978,-0.012686685282749854,-0.004552164382023172
MIROC6,-0.015643353977056896,-0.017424390689866367,-0.010009832537916718,-0.008284673427391767,0.00598131352409704
NorESM2-LM,-0.03484652006165635,-0.0197208614202607,-0.002262022230968215,-0.00027111998538436905,-0.00252482768458856
MRI-ESM2-0,-0.049704773748695565,-0.013719259563689482,0.005555487600360515,0.00031623639617599366,-0.0037206832503272965
UKESM1-0-LL,-0.016806446217539493,-0.019806561942867822,0.007841980210239885,0.002775229415132299,0.016158338619176156
