,2022
0,-0.8528544499999999
1,-1.27310415
2,-1.1848865000000002
3,-1.01175655
4,-0.83613605
5,-0.87850755
6,-0.6683320500000001
7,-0.76605925
8,-0.78786055
9,-0.93075515
10,-0.59775625
11,-0.7053884
12,-0.82903
13,-0.7529157
14,-0.6914823999999999
15,-0.2761019
16,-0.6871252
17,-0.5448292
18,-0.7342897500000001
19,-0.95383195
20,-0.7055225
21,-0.5821315499999999
22,-0.7896359500000001
23,-0.6985503
24,-0.8321149999999999
25,-0.87349325
26,-0.795287
27,-0.8687864
28,-0.91299875
29,-0.7394592
30,-1.0577211
31,-0.9417558
32,-0.8463537
33,-1.07181355
34,-1.01149105
35,-0.9050783
36,-0.844904
37,-0.732349
38,-1.0749184
39,-0.997017
40,-0.9252306
41,-0.96532245
42,-0.8004925
43,-0.91439385
44,-0.6885211
45,-0.5994478999999999
46,-0.73099995
47,-1.046568
48,-0.88274085
49,-0.7478402000000001
50,-0.7806748
51,-0.9633605
52,-0.9918101
53,-1.19304615
54,-0.9940319
55,-0.78958635
56,-0.72001905
57,-1.0654551
58,-0.94272575
59,-0.9540497
60,-0.8627334
61,-0.8817647000000001
62,-0.6312347
63,-0.6737983
64,-0.3762842999999999
65,-0.56262965
66,-0.8201082000000001
67,-0.9521442
68,-1.09129665
69,-0.9423626
70,-0.873066
71,-0.98158575
72,-1.05177415
73,-1.0691210999999998
74,-1.33310675
75,-1.42142995
76,-1.32346125
77,-0.9901742
78,-0.8588401999999999
79,-0.501837
80,-0.95638445
81,-0.7399973
82,-1.1700021
83,-1.17145575
84,-1.2220756
85,-1.2133979
86,-1.0771958499999998
87,-1.120753
88,-0.9566783
89,-0.7751808499999999
90,-0.9025667
91,-1.03088705
92,-0.92291015
93,-1.3094511
94,-1.0560687
95,-0.93906945
96,-0.6203623
97,-0.9535021
98,-0.9928402
99,-0.85902645
100,-0.94566255
101,-0.8448640000000001
102,-0.96525435
103,-0.9048728
104,-0.89476125
105,-0.7803129
106,-0.8722409
107,-0.85367275
108,-1.14405165
109,-1.14827415
110,-0.9629286
111,-1.01961155
112,-1.0680994
113,-1.18070405
114,-1.2387626
115,-1.04362035
116,-1.14859125
117,-1.21281015
118,-1.12934825
119,-1.1247116
120,-1.10781095
121,-0.8796088000000001
122,-0.98512115
123,-1.27218295
124,-1.39952575
125,-1.27025095
126,-1.07194015
127,-1.0330414
128,-1.38408305
129,-0.8192516999999999
130,-0.7789135
131,-0.98445165
132,-1.0898483
133,-0.91610265
134,-0.77584485
135,-0.8046646000000001
136,-1.28195105
137,-1.24465785
138,-1.0368586
139,-0.8710305500000001
140,-0.66951375
141,-0.5704105
142,-0.46682455
143,-1.0162939
144,-1.0594864
145,-0.96059045
146,-1.01412925
147,-1.1496041
148,-0.86544425
149,-0.90408435
150,-0.6722150499999999
151,-0.6695656
152,-1.1586966
153,-1.27484765
154,-1.158783
155,-1.2384497
156,-1.4365149499999998
157,-1.5926252
158,-1.16287965
159,-1.1387122
160,-0.8206613
161,-0.7306292
162,-1.0667368
163,-0.9252232
164,-0.77135515
165,-1.16357625
166,-1.40036125
167,-1.18496335
168,-0.970298
169,-0.6258934
170,-0.5062638500000001
171,-0.5418708
172,-0.9171013
173,-0.6348431999999999
174,-1.16361495
175,-1.13864215
176,-0.8666674
177,-0.96070195
178,-0.6113014999999999
179,-0.9345912
180,-0.6803176
181,-0.8581155500000001
182,-0.8158456
183,-0.8417979
184,-0.8923503
185,-0.32318595
186,-0.2853849
187,-0.7663108999999999
188,-0.2237458
189,-0.32282605
190,-0.805036
191,-0.70325375
192,-0.4098094
193,-0.4021788
194,-0.23701285
195,-0.61537335
196,-0.7990483
197,-0.7770062
198,-0.54209475
199,-0.6422183
200,-0.49833175
201,-0.56336335
202,-1.12069385
203,-1.16017545
204,-1.10659245
205,-0.7764373999999999
206,-0.7126238
207,-0.97481085
208,-1.0523591
209,-0.90110135
210,-0.71576265
211,-0.8019728500000001
212,-0.5152451
213,-0.3199458
214,-0.8391278499999999
215,-1.0033157
216,-0.90534825
217,-0.62647075
218,-0.6574285
219,-0.4604296
220,-0.70910895
221,-1.053681
222,-0.7987456
223,-0.6568925999999999
224,-0.94071965
225,-0.9353537
226,-1.2102115
227,-1.1245497
228,-1.08298025
229,-0.62314195
230,-1.15231705
231,-0.9185489
232,-1.11098225
233,-0.79850615
234,-0.76995435
235,-0.6380436
236,-0.9307768
237,-0.5927238
238,-0.3688643
239,-0.85458705
240,-0.50735955
241,-0.7091333000000001
242,-0.49473925
243,-0.57752735
244,-0.57148135
245,-0.6220085
246,-0.5015991
247,-0.3166509
248,-0.59752995
249,-0.45698605
250,-0.536703
251,-0.6250836
252,-0.14813605
253,-0.6685911
254,-0.5438337
255,-0.89765245
256,-0.93656865
257,-0.8848272
258,-1.0958802
259,-0.8852421
260,-1.0561265
261,-0.92035985
262,-0.6312260000000001
263,-0.80844145
264,-0.9864919
265,-1.0370578
266,-1.0319708
267,-0.8124579
268,-1.13653055
269,-1.19119925
270,-1.05321565
271,-0.8690545
272,-1.0248905
273,-1.2712027
274,-1.05354485
275,-1.1898824
276,-1.0317211
277,-1.0629558
278,-1.12069055
279,-0.67547965
280,-0.6410119
281,-0.8245693500000001
282,-0.8554109000000001
283,-0.6676574
284,-0.84037545
285,-0.882549
286,-0.56614375
287,-0.5685855
288,-0.5566087
289,-0.9098062
290,-1.13757555
291,-0.8719483499999999
292,-0.93440615
293,-0.6953898500000001
294,-0.8969877
295,-0.8025476
296,-1.09640465
297,-0.92185095
298,-1.1326081
299,-0.95165775
300,-1.0996843
301,-1.1290184
302,-1.2909191
303,-1.20829105
304,-0.82582595
305,-0.46439455
306,-0.8381374
307,-0.35442575
308,-0.72079245
309,-0.2894408
310,-0.5294906
311,-0.37784455
312,-0.57159935
313,-0.52486835
314,-0.2321606
315,-0.3044468
316,-0.377471
317,-0.7356945500000001
318,-0.5306561000000001
319,-0.5376004
320,-0.8688007
321,-0.8704979
322,-0.96921365
323,-0.8991307000000001
324,-0.5065486
325,-0.82815925
326,-1.0266565
327,-0.5239443500000001
328,-0.4126459999999999
329,-0.49812985
330,-0.5572707
331,-1.02861025
332,-0.6465398499999999
333,-0.7644341
334,-0.52456495
335,-0.7433782499999999
336,-0.8445756
337,-0.9079612
338,-0.6015405
339,-0.32042775
340,-0.3693855499999999
341,-0.7881898
342,-0.6961054499999999
343,-0.4826175499999999
344,-0.4441290999999999
345,-0.5472374
346,-1.0786681
347,-0.9497843
348,-0.8948122000000001
349,-1.45004075
350,-1.4262967
351,-1.2740313
352,-0.72028295
353,-0.7283266
354,-1.025551
355,-1.0704401
356,-1.1608945
357,-1.0181204
358,-0.6143534
359,-0.51205435
360,-0.7663829999999999
361,-0.76906325
362,-0.7902232
363,-1.0706224
364,-0.9826169
365,-0.83756195
366,-0.6664396
367,-0.78513065
368,-0.8863626
369,-0.93716125
370,-0.91633325
371,-0.9141143
372,-0.37091575
373,-0.87816055
374,-0.66542135
375,-1.1129483
376,-0.9465722
377,-0.9114667
378,-0.8315298999999999
379,-0.52461215
380,-0.9895368
381,-0.94265915
382,-0.90201365
383,-0.90264225
384,-0.781019
385,-0.75099865
386,-1.21069665
387,-1.5547749
388,-1.3768720499999998
389,-1.0988198
390,-0.8298156
391,-0.92885035
392,-0.7744911999999999
393,-1.0215925
394,-0.9970435
395,-1.18498845
396,-1.153255
397,-0.9823225
398,-0.8242354000000001
399,-0.8066007
400,-1.3199979
401,-1.0693747500000002
402,-1.121147
403,-0.99203475
404,-0.6927001
405,-0.68450885
406,-0.7310762
407,-1.17245505
408,-1.09310955
409,-1.149987
410,-1.12817755
411,-1.12974415
412,-0.9214218
413,-0.6340082499999999
414,-0.9687768
415,-0.16440843
416,-0.4725344999999999
417,-0.111821695
418,-0.7264048
419,-0.8704993
420,-0.55045585
421,-0.7505823
422,-0.595988
423,-0.5249873
424,-0.6083904499999999
425,-0.47717695
426,-0.71051835
427,-0.7742551
428,-0.78396115
429,-0.61137165
430,-0.6295928
431,-0.6606615
432,-0.270354
433,-0.2874545
434,-0.39948495
435,-0.5693811
436,-0.74066395
437,-0.69239665
438,-0.91502245
439,-1.035936
440,-1.01521905
441,-0.9248734
442,-0.75699255
443,-0.8571904
444,-0.90473955
445,-0.93712935
446,-1.0548183
447,-1.2271768
448,-1.3607217
449,-1.0949578
450,-0.6857238999999999
451,-0.84331625
452,-0.7451755499999999
453,-1.0178129500000002
454,-0.89044695
455,-0.5303823
456,-0.46044885
457,-0.56136685
458,-0.6536196000000001
459,-0.95567825
460,-1.3070116
461,-0.93063135
462,-1.3149586
463,-1.1226666
464,-0.93363875
