,0
-1.9574505,0.0003578364146445178
-1.9321113262626262,0.0003168825890895311
-1.9067721525252526,0.00023052620886419316
-1.8814329787878787,0.00033549119944623214
-1.856093805050505,0.0006347885105436672
-1.8307546313131313,0.0009764188559734637
-1.8054154575757575,0.0012391569911358782
-1.780076283838384,0.0018687346929346334
-1.75473711010101,0.0030969839317032
-1.7293979363636363,0.004361494658369467
-1.7040587626262627,0.005119282948634085
-1.6787195888888888,0.005501540638784623
-1.6533804151515152,0.006381209028098898
-1.6280412414141414,0.008709486834148619
-1.6027020676767676,0.012449402554232599
-1.577362893939394,0.017245772771544102
-1.5520237202020202,0.02307909489807986
-1.5266845464646464,0.03025342218265616
-1.5013453727272728,0.038771627116938115
-1.476006198989899,0.04823812080578724
-1.450667025252525,0.06001677390800436
-1.4253278515151515,0.07584595421505855
-1.3999886777777777,0.09346800580353612
-1.3746495040404039,0.1107382855542135
-1.3493103303030303,0.13254307594931822
-1.3239711565656567,0.16088504814500204
-1.2986319828282828,0.193240657398292
-1.273292809090909,0.23216425925865353
-1.2479536353535354,0.2815568752445424
-1.2226144616161616,0.34049494231601923
-1.1972752878787878,0.4051262575956682
-1.1719361141414142,0.4696992313419992
-1.1465969404040404,0.5382029859617932
-1.1212577666666665,0.6199878238774564
-1.095918592929293,0.7126032615220589
-1.0705794191919191,0.8054602583788286
-1.0452402454545453,0.8920182229076518
-1.0199010717171717,0.9788367361856405
-0.9945618979797979,1.0690614771200808
-0.9692227242424242,1.1559589537172636
-0.9438835505050505,1.2385415917979934
-0.9185443767676766,1.3222542276654823
-0.893205203030303,1.397244763007951
-0.8678660292929292,1.4489919245019967
-0.8425268555555554,1.48305938078106
-0.8171876818181818,1.510777457444635
-0.791848508080808,1.526606329242391
-0.7665093343434344,1.5227369289689079
-0.7411701606060606,1.5058465412304582
-0.7158309868686867,1.474283077514317
-0.6904918131313131,1.4269625160757728
-0.6651526393939393,1.3740320609800953
-0.6398134656565657,1.317207979603021
-0.6144742919191919,1.2459070984033107
-0.5891351181818181,1.1574581205876315
-0.5637959444444445,1.0658050586554437
-0.5384567707070707,0.9773891627811812
-0.5131175969696968,0.8840629859320527
-0.48777842323232323,0.7958163187857695
-0.4624392494949494,0.7223223358733115
-0.4371000757575756,0.6522498152334313
-0.411760902020202,0.5782664592795252
-0.38642172828282817,0.5041837119500634
-0.36108255454545457,0.43634335563348825
-0.33574338080808075,0.37445404836187013
-0.31040420707070693,0.3212445421828174
-0.28506503333333333,0.27761050208749966
-0.2597258595959595,0.23751562392614706
-0.2343866858585859,0.19961267212760966
-0.2090475121212121,0.16619379848197108
-0.18370833838383827,0.1373006444198197
-0.15836916464646467,0.11293750230992901
-0.13302999090909085,0.09514619631672122
-0.10769081717171702,0.08123690222349475
-0.08235164343434342,0.06642509993150508
-0.0570124696969696,0.05260157370296393
-0.03167329595959578,0.04271430084456322
-0.006334122222222183,0.03598881573864432
0.01900505151515164,0.030675978989090028
0.04434422525252546,0.024798446539033948
0.06968339898989906,0.018361910880053827
0.09502257272727266,0.013646466346123558
0.1203617464646467,0.011158694749684485
0.1457009202020203,0.01011272709155948
0.1710400939393939,0.009679474744736528
0.19637926767676794,0.00864023080583733
0.22171844141414154,0.006798109635518622
0.24705761515151514,0.005386778565989045
0.2723967888888892,0.004610320427848919
0.2977359626262628,0.0036056832703498564
0.3230751363636364,0.002367628934052598
0.34841431010101,0.0015604347957694762
0.373753483838384,0.0012697917720386933
0.3990926575757576,0.001248541063564237
0.4244318313131312,0.0011244253412950554
0.44977100505050527,0.0009102141055010977
0.47511017878787887,0.0007596904132231132
0.5004493525252525,0.00051366314153663
0.5257885262626265,0.00029755860194622384
0.5511277,0.00021787280203689876
