,2022
0,-0.6345191
1,-0.95812315
2,-1.0997735
3,-0.94454215
4,-0.8257776000000001
5,-0.8816006
6,-0.7711489
7,-0.5163722500000001
8,-0.6184427
9,-0.8200625500000001
10,-1.08781165
11,-0.51069815
12,-0.6365543
13,-0.7337516500000001
14,-0.7146224
15,-0.4479825
16,-0.75619045
17,-0.6867442500000001
18,-0.56286835
19,-0.74768715
20,-0.6453175
21,-0.8239843
22,-0.8293149
23,-0.8878448999999999
24,-0.81636045
25,-0.7421823
26,-0.7323027499999999
27,-0.8760238499999999
28,-0.6929748
29,-0.7464394000000001
30,-1.0532429
31,-1.0832877
32,-0.39159645
33,-0.79397895
34,-0.084020745
35,-0.7035292000000001
36,-0.5736537
37,-0.6109786500000001
38,-0.76750555
39,-0.6871693999999999
40,-0.7120006999999999
41,-0.67025835
42,-0.83443195
43,-0.5099067500000001
44,-0.62159805
45,-0.74594285
46,-0.8290898499999999
47,-0.8807354
48,-0.5793893
49,-0.4617645
50,-0.69619185
51,-0.5118354
52,-0.1342051699999999
53,-0.50116795
54,-0.41170005
55,-0.70597965
56,-1.09416805
57,-0.31337095
58,-0.6123354
59,-0.9357878
60,-0.8535878
61,-1.09332595
62,-0.71908365
63,-0.83363935
64,-1.2418055
65,-0.9823067
66,-1.0552123
67,-0.9970149
68,-1.1370224
69,-1.1589578
70,-0.7313571
71,-0.987066
72,-0.84396185
73,-0.775847
74,-1.16529995
75,-1.1921211
76,-0.8191727499999999
77,-0.7482958500000001
78,-0.4451541499999999
79,-0.8847484000000001
80,-1.1330837
81,-0.7104347499999999
82,-1.1838721
83,-0.66366
84,-0.7478074
85,-0.91160265
86,-0.8340292
87,-1.2123585
88,-1.32640615
89,-0.94578155
90,-0.8956625
91,-0.7231202999999999
92,-0.56473355
93,-0.9009606
94,-0.61849435
95,-0.5133714
96,-0.9835238
97,-0.7940143
98,-0.87777135
99,-0.76633735
100,-0.87492585
101,-0.45137355
102,-0.8064722
103,-0.75692925
104,-0.6076625
105,-0.8393828999999999
106,-0.41545525
107,-0.7566197
108,-0.8333898
109,-0.7188048
110,-0.67019525
111,-0.7617327
112,-0.82995515
113,-0.64637525
114,-0.6658999999999999
115,-0.8643836
116,-0.8594645999999999
117,-0.7474238
118,-0.9011082
119,-0.5337272
120,-0.4272857
121,-0.26436545
122,-0.42980525
123,-0.84872315
124,-0.9397687
125,-0.5070026
126,-0.95542235
127,-1.0914177
128,-0.7626612
129,-1.2459048
130,-0.64870185
131,-0.8848469999999999
132,-0.7390381500000001
133,-0.4637647499999999
134,-0.62076465
135,-0.959602
136,-0.8308694000000001
137,-0.92431625
138,-0.7422897500000001
139,-0.5894751
140,-0.5777896
141,-0.5586111
142,-0.7883469000000001
143,-0.95275915
144,-0.98110815
145,-0.8889061
146,-0.86581705
147,-0.7766496
148,-0.93807275
149,-0.85569525
150,-0.62953345
151,-0.8333061500000001
152,-0.99892645
153,-0.78824695
154,-0.7997537
155,-0.7620068
156,-0.7672993
157,-0.4952467499999999
158,-0.39993985
159,-0.75211505
160,-0.6966782
161,-0.6008483
162,-0.837283
163,-0.97685245
164,-1.0131986
165,-1.1171857
166,-0.75218495
167,-1.17796945
168,-0.68345235
169,-0.6685657
170,-0.7928414500000001
171,-0.9211428
172,-0.7052191
173,-0.93620195
174,-0.5450534499999999
175,-0.5640750999999999
176,-0.9868613
177,-0.87466465
178,-0.6810958500000001
179,-1.1244972
180,-0.56739445
181,-0.8274298499999999
182,-1.10816385
183,-0.7445395
184,-0.85891635
185,-0.56274885
186,-0.9657327
187,-0.37916455
188,-0.64263975
189,-1.02510415
190,-1.04741705
191,-0.3485388499999999
192,-0.2384847
193,-0.73247625
194,-0.62064835
195,-0.7307142999999999
196,-0.73261285
197,-0.9671891
198,-0.87867085
199,-0.3941739999999999
200,-0.53116485
201,-0.811655
202,-1.2046912
203,-1.0211184
204,-1.28266185
205,-0.6826966999999999
206,-0.90503195
207,-0.4652169
208,-0.91825575
209,-0.8190073999999999
210,-0.70015585
211,-0.86464215
212,-0.93962585
213,-0.7251999
214,-0.45091565
215,-0.6474991999999999
216,-1.028513
217,-0.46346095
218,-0.75381505
219,-1.34179185
220,-0.93395575
221,-0.59446645
222,-0.7031672499999999
223,-0.70692175
224,-0.59186355
225,-0.8221891
226,-0.8084707
227,-0.84523335
228,-0.6630510000000001
229,-0.7406748
230,-0.3569090499999999
231,-0.6752513
232,-0.90527895
233,-0.80882035
234,-0.6268781
235,-0.38517935
236,-0.51855985
237,-0.4018094
238,-0.42075715
239,-0.60042865
240,-0.7670230499999999
241,-0.1306479649999999
242,-0.53612335
243,-0.9597741
244,-0.941687
245,-0.495352
246,-0.9605979
247,-0.6706506
248,-0.71142045
249,-0.8913373499999999
250,-0.91562515
251,-1.10252645
252,-1.32353135
253,-0.73217485
254,-0.7882021
255,-0.78588155
256,-0.7413966
257,-0.6855231
258,-0.62889345
259,-0.89685505
260,-0.7679815999999999
261,-0.44401645
262,-1.07257
263,-0.86577145
