,mean,median,5perc,95perc
Tot,2.446652240805434,2.4264305,1.43182815,3.5298835
VAL,2.503469713976981,2.4822207499999998,1.483112175,3.592494125
CONTRAILS,0.07159822048075595,0.055359475000000005,0.019203574499999997,0.17780289749999997
LANDUSE,-0.14927235795833615,-0.1495862925,-0.26592116000000005,-0.032774914500000016
LLGHG,2.9477053984868573,2.9480994999999997,2.3199338,3.5710016
O3,0.35296101176613087,0.3529462,0.11727000305,0.5849186249999999
SNOWALBEDO,0.04769569016820719,0.04068683,0.01585365575,0.102838875
STRATH2O,0.07350015234890053,0.07358564000000001,0.015255204999999999,0.131399995
SUN,0.0465934414225494,0.04663438,-0.011152203999999999,0.103745435
VOLC_annual,-0.05681747437253327,-0.056560667499999995,-0.07630410450000001,-0.0384162085
aero,-0.8873118445819946,-0.867707625,-1.8204205999999998,-0.011731655000000394
antro,2.4568762747384847,2.435807,1.437468625,3.5422299
