,mean,median,5perc,95perc
Tot,3.1308072527171587,3.1205995,2.5823628750000003,3.71141925
VAL,3.0044394894868245,2.99432425,2.463273125,3.5783058750000003
CONTRAILS,0.04985733873537709,0.04958899,0.01405196675,0.08624051250000002
LANDUSE,-0.18941826953500973,-0.18934247499999998,-0.29750450749999996,-0.08171008849999999
AEROSOLRI,-0.1828439057948024,-0.182767035,-0.47518157,0.11040779675000002
AEROSOLCI,-0.48489246439589234,-0.486491175,-0.9626916499999999,-0.0031008572749999515
LLGHG,3.0963416217050423,3.09675715,2.792553215,3.397125675
O3,0.5025368300544802,0.5028334999999999,0.24545874250000002,0.7579231550000003
SNOWALBEDO,0.10042499166984648,0.096066925,0.0008411193000000004,0.21166081000000006
STRATH2O,0.048902179032730406,0.048755425,-0.004337038299999998,0.10205441
SUN,0.06353116998702935,0.0634888245,-0.018036545999999997,0.14485288000000002
VOLC_annual,0.12636776190513158,0.1261973,0.0945319655,0.158769505
aero,-0.667736370532314,-0.6734105,-1.1279627075,-0.19364840249999998
antro,2.9409083208289393,2.931217,2.400382825,3.5132843499999997
