,mean,median,5perc,95perc
Tot,2.5582008678759114,2.558519,1.7395170549999999,3.3733297749999998
VAL,2.4198925695850377,2.420514,1.6024932575000002,3.2334082
CONTRAILS,0.048569225251828295,0.0483132775,0.01602002575,0.08174586999999998
LANDUSE,-0.19838129037715688,-0.198277425,-0.297509315,-0.09942304050000003
AEROSOLRI,-0.25505738995223504,-0.25419907500000005,-0.5382247575,0.02318300849999996
AEROSOLCI,-0.9408282387833056,-0.938703425,-1.598996245,-0.2887905200000002
LLGHG,3.097886029908991,3.0977381000000004,2.82545727,3.3710524399999997
O3,0.47102316167702024,0.47163025000000003,0.23524406750000001,0.7058375849999997
SNOWALBEDO,0.08902915518886194,0.08398415000000001,-0.0002520392974999938,0.18859545749999998
STRATH2O,0.04847719977283275,0.048477255,-6.598972899999872e-05,0.09694947099999997
SUN,0.05917471878527807,0.059301081000000005,-0.015651979999999996,0.13388609399999998
VOLC_annual,0.13830829892820123,0.1383499,0.10377242,0.17296088499999998
aero,-1.1958856299613947,-1.19402685,-1.9111618,-0.48645177250000027
antro,2.360717851353188,2.36100375,1.5473699925,3.170669325
