,OutputAnalyse30
0.524858181,0.00010948898307689052
0.5798001883636364,0.00010978462603444387
0.6347421957272728,0.0002153167733187517
0.6896842030909092,0.0005237889757457779
0.7446262104545456,0.0011125070681602244
0.7995682178181819,0.001687244963782477
0.8545102251818183,0.0022506748180351624
0.9094522325454546,0.0040046505058617
0.964394239909091,0.0077833844056114316
1.0193362472727274,0.01270105246128561
1.0742782546363636,0.019739760646141514
1.129220262,0.029854561130217717
1.1841622693636364,0.04246713096924045
1.2391042767272729,0.0582005462790878
1.2940462840909093,0.0800800425031654
1.3489882914545457,0.1081193357765773
1.403930298818182,0.14520222675818834
1.4588723061818185,0.19130855092893023
1.5138143135454547,0.24586047665664681
1.568756320909091,0.3149361708240508
1.6236983282727273,0.38451659584947434
1.6786403356363637,0.4484872717224809
1.7335823430000001,0.5191168866199206
1.7885243503636366,0.6005294415084723
1.843466357727273,0.6832576618634092
1.8984083650909094,0.7492200989770141
1.9533503724545458,0.8004075199085369
2.008292379818182,0.8474999646269906
2.0632343871818186,0.8814094083867425
2.118176394545455,0.8974471980083706
2.173118401909091,0.9012130299266043
2.2280604092727274,0.8888014368560501
2.283002416636364,0.8609593715471898
2.3379444240000002,0.8244683500818416
2.3928864313636367,0.7685349948459448
2.447828438727273,0.7049368693702325
2.5027704460909095,0.6481201428218241
2.557712453454546,0.583933073715338
2.612654460818182,0.5193221721602882
2.6675964681818183,0.4687793323323202
2.7225384755454547,0.42145783118371966
2.777480482909091,0.37376593793263174
2.8324224902727275,0.3221008005727426
2.887364497636364,0.27392091596182055
2.9423065050000003,0.23788021786687596
2.9972485123636368,0.20783240216904703
3.052190519727273,0.17733891744728938
3.1071325270909096,0.1492754119531768
3.162074534454546,0.12400273854879676
3.217016541818182,0.1017618068157006
3.2719585491818184,0.08735845686611629
3.326900556545455,0.07909945875647417
3.381842563909091,0.06898285194093054
3.4367845712727276,0.057008364764076995
3.491726578636364,0.04643308081063571
3.5466685860000005,0.038226753834153145
3.601610593363637,0.031862989835502516
3.6565526007272733,0.02601759025595957
3.7114946080909097,0.021157128739132558
3.7664366154545457,0.018317584973444764
3.821378622818182,0.01535411386071261
3.8763206301818185,0.012532546260748045
3.931262637545455,0.011316103047544155
3.9862046449090913,0.009310363249421054
4.041146652272728,0.0068077682020083055
4.096088659636364,0.00595009033048213
4.151030667000001,0.005339678195101361
4.205972674363637,0.004159357584670239
4.260914681727273,0.0033738787048675305
4.31585668909091,0.0028537658440756716
4.370798696454546,0.002256039946257946
4.425740703818183,0.0015588829147190827
4.480682711181819,0.00122063120896533
4.5356247185454555,0.0009221966198050202
4.590566725909092,0.0008373161710467764
4.645508733272727,0.0009530719487171433
4.700450740636364,0.0008323347218326357
4.755392748,0.0006995175104411309
4.810334755363637,0.0007161678031946508
4.865276762727273,0.0006488748952142555
4.9202187700909095,0.00046664869163331004
4.975160777454546,0.0003334565534865419
5.030102784818182,0.00026789061751295625
5.085044792181819,0.00018673927574132824
5.139986799545455,5.742921463778867e-05
5.1949288069090915,4.8009513858809e-05
5.249870814272728,0.0001410180116581862
5.304812821636364,0.0001791126803459196
5.359754829000001,9.216861055668707e-05
5.414696836363637,1.8317756291978998e-05
5.469638843727274,1.338704926335656e-05
5.52458085109091,6.449347105760863e-05
5.579522858454546,0.0001034527626299136
5.634464865818183,5.0658663323024534e-05
5.689406873181819,7.570091402902115e-06
5.744348880545456,3.530333731089155e-07
5.799290887909092,5.034572666639722e-07
5.854232895272728,9.693199993356105e-06
5.909174902636364,5.749985247140502e-05
5.96411691,0.00010408789374089087
