,OutputAnalyse30
0.440937,0.00019450840909644216
0.4675944444444445,0.00021408652475366448
0.49425188888888894,0.00029688070637411227
0.5209093333333333,0.0004705136888464766
0.5475667777777778,0.000710651062071983
0.5742242222222222,0.0012059092889593539
0.6008816666666668,0.00202175013973776
0.6275391111111112,0.0027004788338926464
0.6541965555555556,0.003361918048282991
0.6808540000000001,0.005052845581318002
0.7075114444444445,0.007881629575287232
0.7341688888888889,0.011069142225110426
0.7608263333333334,0.014899322691271888
0.7874837777777779,0.02030287396488961
0.8141412222222222,0.02695371142537881
0.8407986666666667,0.03429606068583945
0.8674561111111112,0.044966984792838845
0.8941135555555556,0.06087789216064808
0.920771,0.07854988145796954
0.9474284444444445,0.09603843854663871
0.9740858888888889,0.11727900436609276
1.0007433333333333,0.14538408086346247
1.0274007777777778,0.17766919182603289
1.0540582222222223,0.21506080558887922
1.0807156666666669,0.26254613277602157
1.1073731111111111,0.3187673787554435
1.1340305555555557,0.38202996610019896
1.160688,0.45148200529128507
1.1873454444444445,0.5229840684563509
1.214002888888889,0.5935602270775151
1.2406603333333335,0.6701333970355445
1.267317777777778,0.7606237405851035
1.2939752222222223,0.8571591360073936
1.3206326666666666,0.9516294015616961
1.347290111111111,1.044725565739141
1.3739475555555556,1.1392324765819182
1.400605,1.2288145584002599
1.4272624444444446,1.302970812106292
1.4539198888888891,1.3626337330510836
1.4805773333333332,1.4134901509264406
1.5072347777777777,1.4524741964742558
1.5338922222222222,1.472699545448706
1.5605496666666667,1.4694072528783466
1.5872071111111112,1.444215904028241
1.6138645555555557,1.4108027967352756
1.6405220000000003,1.3816148975282088
1.6671794444444443,1.3420736553271946
1.6938368888888888,1.28251982989098
1.7204943333333333,1.2153153879741232
1.7471517777777779,1.1448742204990758
1.7738092222222224,1.0662149271486077
1.8004666666666669,0.9808666867543533
1.8271241111111114,0.8904873658819423
1.8537815555555555,0.8022997758450189
1.880439,0.7253867062037808
1.9070964444444445,0.6572061166652721
1.933753888888889,0.5925519689408922
1.9604113333333335,0.5297091305204238
1.987068777777778,0.46547840943122537
2.013726222222222,0.40390051395133125
2.0403836666666666,0.3492941302075819
2.067041111111111,0.30323913031604466
2.0936985555555556,0.2672027217677762
2.120356,0.23650157418860887
2.1470134444444446,0.2063863920732648
2.173670888888889,0.17727465779302012
2.200328333333333,0.14938367100216954
2.2269857777777777,0.1216656252256431
2.2536432222222222,0.09898714899051649
2.2803006666666668,0.08591638893925628
2.3069581111111113,0.07691241503405873
2.3336155555555558,0.06569526312480466
2.3602730000000003,0.05430685536294673
2.3869304444444444,0.04682954094698692
2.413587888888889,0.0413777344847925
2.4402453333333334,0.034943521736373225
2.466902777777778,0.027823443816388536
2.4935602222222224,0.02185076537212849
2.5202176666666665,0.017610138137566834
2.546875111111111,0.014005909308940663
2.5735325555555555,0.01048241455394289
2.60019,0.00795203222502484
2.6268474444444445,0.00658587722879574
2.653504888888889,0.005501716499482979
2.6801623333333335,0.0045781538416966895
2.7068197777777776,0.00408264790551338
2.733477222222222,0.003632268837454903
2.7601346666666666,0.0026130181379173433
2.786792111111111,0.0015708437933650374
2.8134495555555556,0.0011728393135899233
2.840107,0.001187648728049566
2.8667644444444442,0.001168045666164539
2.8934218888888887,0.0008596080528860823
2.9200793333333332,0.00046177264118409355
2.9467367777777778,0.00036711600767638607
2.9733942222222223,0.0005131869507506022
3.000051666666667,0.0006881648646375633
3.0267091111111113,0.0007494967742216589
3.0533665555555554,0.0005807714284404289
3.080024,0.00033079443989950097
