,OutputAnalyse30
0.5544207039047092,0.00011443422905933832
0.6053528527735658,9.972968041277711e-05
0.6562850016424223,0.00019516393916933308
0.707217150511279,0.00040326513513376354
0.7581492993801355,0.0007351256773772023
0.8090814482489921,0.0013496597133260703
0.8600135971178486,0.0022986393815043952
0.9109457459867052,0.004104889614954515
0.9618778948555617,0.006844839258781985
1.0128100437244183,0.010850862823824052
1.063742192593275,0.01810492292286338
1.1146743414621314,0.02728040434842117
1.1656064903309882,0.036471913893752
1.2165386391998445,0.04669545487747998
1.2674707880687013,0.061862351826385
1.3184029369375578,0.0865001424267694
1.3693350858064144,0.11458615623118065
1.420267234675271,0.1450579257098177
1.4711993835441275,0.18722611845279666
1.5221315324129843,0.2427533090745082
1.5730636812818406,0.30504361979331285
1.6239958301506974,0.3678233271117615
1.6749279790195537,0.43531428902252794
1.7258601278884105,0.5082051980373753
1.7767922767572668,0.5889331860206459
1.8277244256261236,0.6763924528463561
1.87865657449498,0.75299653663636
1.9295887233638367,0.8145936358202477
1.9805208722326935,0.8653698587845705
2.03145302110155,0.9095382689343384
2.0823851699704066,0.940508656033078
2.133317318839263,0.9458923141256277
2.1842494677081197,0.9419882512249698
2.235181616576976,0.9355454800655284
2.286113765445833,0.9094688594778684
2.337045914314689,0.8639447588939045
2.387978063183546,0.8096932895880188
2.438910212052402,0.748589835053496
2.489842360921259,0.6855614621918509
2.5407745097901158,0.61935643450714
2.591706658658972,0.5497725872275618
2.6426388075278284,0.489813558923493
2.693570956396685,0.43573053270154516
2.744503105265542,0.3846500377556668
2.7954352541343983,0.3379742891925985
2.846367403003255,0.29459998433347206
2.8972995518721114,0.24742969608323512
2.948231700740968,0.20479020415234436
2.9991638496098245,0.17396977273008726
3.0500959984786813,0.14899194598468687
3.1010281473475376,0.124445324847157
3.1519602962163944,0.10616852594760968
3.2028924450852507,0.09260092348022929
3.2538245939541075,0.07686577137768826
3.3047567428229643,0.06067805878042832
3.3556888916918206,0.048438957832457184
3.4066210405606774,0.04099761649088051
3.4575531894295337,0.035428635964506565
3.5084853382983905,0.029214016196165052
3.559417487167247,0.02323031148860106
3.6103496360361036,0.019146680376248986
3.66128178490496,0.016798906034851457
3.7122139337738167,0.013549110179991232
3.763146082642673,0.0109200952837938
3.81407823151153,0.009514402023703685
3.8650103803803866,0.008129030429486948
3.915942529249243,0.0062690743219453405
3.9668746781180997,0.004439746319738808
4.0178068269869565,0.0033405319622580535
4.068738975855813,0.0027722132220111217
4.119671124724669,0.0024097114592270263
4.170603273593526,0.002222805785570519
4.221535422462383,0.0020277791204593347
4.272467571331239,0.0016566570896672458
4.323399720200095,0.001291621648296143
4.3743318690689525,0.0010071970090039474
4.425264017937809,0.000619935217256758
4.476196166806665,0.0003691518344014983
4.527128315675522,0.00022338110566834369
4.578060464544379,0.0002394743248324436
4.628992613413235,0.00032811533246442944
4.679924762282091,0.00018587440653283042
4.730856911150948,0.00013083329296678257
4.781789060019805,0.00029145361560412497
4.832721208888661,0.0003281330995229936
4.883653357757518,0.00020243587852588116
4.934585506626375,8.309579099940022e-05
4.985517655495231,1.5242425173217563e-05
5.0364498043640875,9.419423157765798e-07
5.087381953232944,2.3352008963212763e-07
5.138314102101801,5.544815126042159e-06
5.189246250970657,4.398207764648732e-05
5.240178399839514,0.00010768222644760356
5.29111054870837,8.637119472344451e-05
5.342042697577227,7.06050954758116e-05
5.392974846446084,0.00019077836886519559
5.44390699531494,0.00029567868023414593
5.494839144183797,0.0001979696209352645
5.5457712930526535,0.0001045665811681888
5.59670344192151,0.00011497820519932439
