,OutputAnalyse19NewPrior_W_cpi_2
0.6471406091269915,0.000494301401492853
0.7125203319207436,0.000953842080678231
0.7779000547144959,0.0012876119572022623
0.8432797775082481,0.0019198249470775
0.9086595003020003,0.003474507658402402
0.9740392230957524,0.006565725100454105
1.0394189458895047,0.010847702323365392
1.104798668683257,0.018551973338409994
1.170178391477009,0.031160043387318814
1.2355581142707615,0.04875228801644982
1.3009378370645135,0.07325467896703226
1.3663175598582655,0.10807628049358096
1.431697282652018,0.15614397970904698
1.49707700544577,0.21302845685795926
1.5624567282395223,0.2863431620873448
1.6278364510332746,0.3718195105658228
1.6932161738270266,0.4691181334648661
1.758595896620779,0.5701428195953246
1.8239756194145311,0.6672392702052669
1.8893553422082832,0.7629508664951213
1.9547350650020356,0.8339212695290239
2.0201147877957877,0.8737009056993903
2.0854945105895397,0.9043454056463337
2.150874233383292,0.9232143250538118
2.2162539561770442,0.9127352082063143
2.2816336789707967,0.8718756260537983
2.3470134017645488,0.8097214864847787
2.412393124558301,0.748024826599385
2.4777728473520533,0.6782464109587527
2.5431525701458053,0.6007101988624567
2.6085322929395574,0.5301131108025607
2.67391201573331,0.4535173449087036
2.739291738527062,0.38606399880302994
2.804671461320814,0.32947498901241673
2.8700511841145664,0.27537149645902975
2.9354309069083184,0.23156391848096772
3.000810629702071,0.1962731788965046
3.066190352495823,0.1648748592718396
3.131570075289575,0.13806962474684975
3.1969497980833275,0.11357365211739294
3.2623295208770795,0.09199553581663192
3.3277092436708315,0.07150338947599129
3.393088966464584,0.056548875084807305
3.458468689258336,0.049155017348349477
3.523848412052088,0.04136069553977731
3.5892281348458406,0.03350316636935844
3.6546078576395926,0.02734354579973404
3.719987580433345,0.022910947225177433
3.785367303227097,0.018907729574159482
3.850747026020849,0.015365156044289872
3.9161267488146017,0.013461456843008698
3.9815064716083537,0.011574871393288562
4.046886194402107,0.010035057671167559
4.112265917195859,0.008330462214966645
4.177645639989611,0.006719401667386445
4.243025362783363,0.006056739078652574
4.308405085577115,0.005964432948164617
4.373784808370867,0.004909900491944452
4.43916453116462,0.0037696324372007046
4.504544253958372,0.002834753282521284
4.569923976752124,0.001994018198344407
4.635303699545876,0.001776975116776269
4.700683422339629,0.0014786890008618688
4.766063145133381,0.0010132298080504502
4.831442867927133,0.0010271469260443285
4.896822590720885,0.0009128134958157856
4.962202313514637,0.0009319162243812084
5.02758203630839,0.0009311093993771528
5.092961759102142,0.0008091865837021545
5.158341481895894,0.0006479082550597193
5.223721204689646,0.0005101964390423978
5.289100927483398,0.00047477473729405135
5.354480650277151,0.0004859441868787844
5.419860373070903,0.00023502417726992055
5.485240095864655,0.00019397508904187675
5.550619818658407,0.00013312509449007597
5.615999541452159,4.935854935500682e-05
5.681379264245911,0.0001763334914068741
5.746758987039664,0.00028731644474876004
5.812138709833416,0.00010689487150092615
5.877518432627168,1.822703081274373e-05
5.94289815542092,9.06902397214167e-05
6.008277878214672,0.00022532852797877605
6.073657601008425,0.0002632301572805051
6.139037323802177,0.00017681541707387834
6.204417046595929,3.725719511957201e-05
6.269796769389681,3.7849087887332553e-06
6.335176492183433,3.233053421319279e-05
6.400556214977185,0.00010021329396473886
6.465935937770938,5.971487444379437e-05
6.53131566056469,6.836710080767125e-06
6.596695383358442,1.5039005079286274e-07
6.662075106152194,6.356211664464281e-10
6.727454828945946,5.161737869082459e-13
6.792834551739699,1.1448108024497513e-13
6.858214274533451,1.9151166745022578e-10
6.923593997327203,6.159843509786733e-08
6.988973720120955,3.806724287924487e-06
7.0543534429147075,4.520021175251559e-05
7.11973316570846,0.00010311855489327674
