,OutputAnalyse19NewPrior_W_cpi_2
0.6902081204774716,0.0004424377332043971
0.8852565233009315,0.0014502841111578382
1.0803049261243913,0.00555057909631801
1.2753533289478511,0.018241931484328414
1.4704017317713112,0.048469381139250534
1.6654501345947712,0.10845377598049223
1.860498537418231,0.19978313739269857
2.055546940241691,0.32295200752840847
2.2505953430651506,0.44418977537895704
2.4456437458886104,0.5343406351003736
2.6406921487120707,0.5604479381367954
2.8357405515355305,0.5507291163387519
3.0307889543589903,0.49499781216408223
3.22583735718245,0.418107558660603
3.4208857600059104,0.336067906554362
3.61593416282937,0.26218448637904745
3.81098256565283,0.19850520059548843
4.006030968476289,0.14991009357759183
4.201079371299749,0.11139098463211061
4.39612777412321,0.08479269959016071
4.59117617694667,0.06629501144157478
4.7862245797701295,0.047313117150849744
4.981272982593589,0.03395660441135139
5.176321385417049,0.026398383773396344
5.371369788240509,0.021064239435302244
5.566418191063969,0.014228498874191893
5.7614665938874285,0.011100014273898699
5.956514996710889,0.009225792318866525
6.151563399534349,0.007661757717776964
6.346611802357809,0.0074030520675567625
6.541660205181269,0.004826651644733772
6.7367086080047285,0.00368459086465725
6.931757010828188,0.0037245623993563126
7.126805413651648,0.0026564030029499067
7.321853816475108,0.002346299428841863
7.516902219298568,0.0024490782344660407
7.7119506221220275,0.0016210865155355859
7.906999024945487,0.0012395031655795337
8.102047427768948,0.001164332165863816
8.297095830592408,0.0011612201196974624
8.492144233415868,0.0008638891998737434
8.687192636239327,0.0006891549542069811
8.882241039062787,0.0005273236672823943
9.077289441886247,0.0006402057313960646
9.272337844709707,0.00038717394663253423
9.467386247533167,0.0004028357207819491
9.662434650356627,0.00040294847061152477
9.857483053180086,0.00015291063074472126
10.052531456003546,0.00028992599278356316
10.247579858827006,0.00019245253661683565
10.442628261650466,0.00015082345134796493
10.637676664473926,0.00015559187877914476
10.832725067297385,0.00016071761028536716
11.027773470120845,1.5863697561287603e-05
11.222821872944307,9.757852713075665e-05
11.417870275767767,0.00015744520310234737
11.612918678591226,4.8410855907123475e-05
11.807967081414686,9.445063053898133e-05
12.003015484238146,4.2203555511940175e-05
12.198063887061606,0.00014874249580882978
12.393112289885066,1.683434821096905e-05
12.588160692708525,5.1357604924357205e-05
12.783209095531985,7.931222128929456e-05
12.978257498355445,1.9958252475067597e-06
13.173305901178905,8.404292225868178e-10
13.368354304002365,2.1807067931413704e-07
13.563402706825824,2.9453735083591677e-05
13.758451109649284,9.631632311889887e-05
13.953499512472744,1.9144072854767817e-05
14.148547915296204,5.40650503246146e-05
14.343596318119664,4.522701202524926e-06
14.538644720943124,5.7781863718405886e-09
14.733693123766583,1.1270532063410442e-13
14.928741526590043,9.54664905271749e-14
15.123789929413503,5.163654963589239e-09
15.318838332236965,4.264318077578266e-06
15.513886735060424,5.457390606904057e-05
15.708935137883884,4.845571515759362e-05
15.903983540707344,2.8739038273430768e-05
16.099031943530804,4.5303066842861354e-05
16.294080346354264,2.034764187683175e-05
16.489128749177723,1.4044490138154474e-07
16.684177152001183,1.7155477900952866e-11
16.879225554824643,4.340896929944682e-08
17.074273957648103,1.2212806836962145e-05
17.269322360471563,5.245835678206272e-05
17.464370763295022,4.613027142412026e-06
17.659419166118482,4.218726609619851e-05
17.854467568941942,2.3161231831554134e-05
18.049515971765402,3.930550914311921e-07
18.24456437458886,2.3381385887793005e-05
18.43961277741232,4.1961485428643835e-05
18.63466118023578,1.1497170639499313e-06
18.82970958305924,4.809391797069547e-10
19.0247579858827,3.071484989345721e-15
19.21980638870616,2.9947853080146306e-22
19.41485479152962,4.458020381435295e-31
19.60990319435308,2.875642573509582e-29
19.80495159717654,8.7557273302605e-21
20.0,4.070133083293523e-14
